,Abrangência/ Cobertura,Assunto/ palavras-chave,Autor,Data,Descrição,Identifier,Título
1048,,10 Comunicação > 10.1 Documento,Não identificado,1940,,2002.16.051,"Fotografia||Villa-Lobos regendo demonstração de alunos da Escola Estados Unidos, por ocasião da visita de educadores norte-americanos. Bairro do Catumbi"
1049,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Sentados na fileira intermediária da esquerda para direita: Arminda (2ª), a pintora Maria Margarida (4º), Anita Otero (6ª) e Villa-Lobos (7º) entre outros não identificados em visita ao Morro da Mangueira.",1987.16.058,Fotografia||Ensaio do bloco carnavalesco Sôdade do Cordão
1050,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1987.16.057,"Fotografia||Dois homens dançando em ensaio do Bloco carnavalesco Sôdade do Cordão, no terreiro de Zé Espinguela, no Irajá, com adereços de mão"
1051,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1987.16.056,Fotografia||Villa-Lobos com máscaras e instrumentos do bloco Sôdade do Cordão
1052,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Com a dedicatória “Al admirable artista Sr. Villa-Lobos com sincera admiración, Sylvia Eisenstein. Rio, 1940”. Nota de pesquisa: informação encontrada no Google “compositora y concertista Sylvia Eisenstein, nacida en Buenos Aires el 5 de enero de 1917, casada com el creador de la musicología, Carlos Vega, nacido en Canãouelas, provincia de Buenos Aires, el 14 de abril de 1898”.",1983.16.046,Fotografia||Sylvia Eisenstein
1053,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1983.16.044,"Fotografia||Anita Otero, com fantasia do Sôdade do Cordão"
1054,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1983.16.008,"Fotografia||Villa-Lobos, Carleton Sprague Smith e não identificado em visita à Escola de Samba Mangueira"
1055,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Canto direito, legenda: “A interessante figurinha que centralizou a atenção geral com a irrepreensível execução do ‘frevo’ e do ‘maracatu’ no desfile brilhante do ‘Sôdade do Cordão’ aparece na gravura com a indumentária de índio com que deslumbrou a cidade no domingo de carnaval. As alegorias no detalhe é estandarte do ‘C.C. Sôdade do Cordão’. (Vide páginas 4,5 e 6)”.",1982.16.277,Fotografia||Imagem Anita Otero no bloco carnavalesco Sôdade do Cordão
1056,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.276,Fotografia||Imagem do bloco carnavalesco Sôdade do Cordão
1057,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.233,Fotografia||Alas do Sôdade do Cordão (reprodução de periódico não identificado)
1058,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.232,Fotografia||Ala do Sôdade do Cordão (reprodução de periódico não identificado)
1059,,10 Comunicação > 10.1 Documento,Não identificado,1940,"No verso da foto, 1982-16A-230 tem manuscrito “D. Neuma da Mangueira, reconheceu este espaço, inclusive pelas franjas pendentes do teto, como o terreiro do Zé Espinguela, em Irajá, e não na Mangueira...”",1982.16.231,Fotografia||Ensaio do bloco Sôdade do Cordão no morro da Mangueira
1060,,10 Comunicação > 10.1 Documento,Não identificado,1940,"No verso da foto, manuscrito “D. Neuma da Mangueira, reconheceu este espaço, inclusive pelas franjas pendentes do teto, como o terreiro do Zé Espinguela, em Irajá, e não na Mangueira...”",1982.16.230,"Fotografia||Arminda, o pintor Ismailovich (de gravata borboleta, na porta), a atriz portuguesa Beatriz Costa (de chapéu claro, no canto esquerdo) Antalion Caxerê Diaboná (ao centro, de camiseta preta), Zé Espinguela ou Pai Alufá (de boina, agaixado) entre outros no ensaio do bloco Sôdade do Cordão no bairro de Irajá"
1061,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.196,Fotografia||Notícias sobre o bloco carnavalesco Sôdade do Cordão
1062,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.195,Fotografia||Imagem do bloco carnavalesco Sôdade do Cordão
1063,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.174,Fotografia||Três imagens do bloco carnavalesco Sôdade do Cordão
1064,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1940,,1982.16.060,Fotografia||Anita Otero em ensaio do bloco Sôdade do Cordão no morro da Mangueira
1065,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da dir. para esq.: pianista José Vieira Brandão de bigode, atrás de Villa-Lobos (de gravata xadrez), Noêmia (vestido de estampa miúda), mãe de Villa-Lobos, ao lado de F. Braga, a poetiza e letrista Ruth Valadares Corrêa (atrás de Noêmia VL), Mauro e Noêmia Cavalcanti (ao lado de Ruth), Chiquita Vasconcelos (de chapéu preto, junto à parede do lado direito da foto).",1977.16.094,Fotografia||Villa-Lobos em missa em ação de graças pelo aniversário do maestro e compositor Francisco Braga - ao centro de óculos
1066,,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da dir. para esq.: não identificada, Villa-Lobos, diretor da Escola, Carleton Sprague Smith (Diretor da Biblioteca Pública de Nova York), a pintora Maria Margarida Sotelo, Arminda, Elizabeth Smith e não identificada",1977.16.093,Fotografia||Visita à Escola de Samba Mangueira
1067,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1940,,1977.16.025,"Fotografia||Reprodução do quadro a óleo “Máscaras”, de autoria da pintora portuguesa Maria Margarida Sotelo, referente ao bloco carnavalesco Sôdade do Cordão"
1068,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1980.16.028,"Fotografia||Villa-Lobos e não identificado, no convés de um navio, no regresso da Argentina"
1069,Argentina,10 Comunicação > 10.1 Documento,Não identificado,1940,"Colado no verso um recorte de programa com as informações “8- Uirapurú (lenda do pássaro encantado). Bailado brasleiro em um acto. Texto e música de H. Villa-Lobos. Coreografia de Vaslav VELTCHEK, parte musical do maestro Martinez GRAU. Personagens: O índio feio - Vaslav VELTCHEK. O índio bonito - Juko Lindberg. A índia caçadora - Madalena ROSAY. Jovens índias - corpo de baile do Teatro Minicipal. Regisseur de baile - Americo Pereira”.",1977.16.054,Fotografia||Cena do Bailado “Uirapuru” no Teatro Colón
1070,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1983.16.090,Fotografia||Arminda Villa-Lobos
1071,,10 Comunicação > 10.1 Documento,Não identificado,1940,,1983.16.001,Fotografia||Elementos do bloco Sôdade do Cordão
1072,,10 Comunicação > 10.1 Documento,Não identificado,1940,Com a dedicatória “Ao genial Villa-Lobos com toda admiração de . 1940”.Obs: No canto inferior esquerdo “Bruno Hollywood NYC”.,1977.16.083,Fotografia||Guiomar Novaes Pinto
1073,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,"Ao centro: Villa-Lobos, Arminda (de chapéu), Ruth Valadares Corrêa (com casaco de pele no braço); ao fundo à dir. Arnaldo Estrella (de óculos) e Iberê Gomes Grosso (de gravata borboleta); ao fundo à esq. Oscar Borghert (de gravata borboleta).",2008.16.040,Fotografia||Visita ao Uruguai da delegação brasileira de professores de canto orfeônico dirigida por Villa-Lobos
1074,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da dir. para esq.: Oscar Borghert (4º), Ruth Valadares Correa (6ª) e Arminda (8ª) entre não identificados.",2003.16.107,"Fotografia||Embaixada Artística Brasileira. Visita ao Uruguai da delegação brasileira de professores de canto orfeônico dirigida por Villa-Lobos. Almoço oferecido a Villa-Lobos, por Batista Luzardo, embaixador do Brasil no Uruguai"
1075,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,1984.16.049,"Fotografia||Villa-Lobos, Arminda, e a cantora e letrista Ruth Valadares Corrêa"
1076,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,1984.16.048,Fotografia||Arminda [na escada do navio Pedro II a caminho de Montevidéu]
1077,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,1984.16.047,"Fotografia||Villa-Lobos, Arminda, o Professor Grazzi de Sá e outros não identificados"
1078,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,1984.16.046,"Fotografia||Villa-Lobos, Arminda, o musicólogo teuto-uruguaio Francisco Curt Lange e Senhora e outros não identificados, por ocasião da estadia da Embaixada Artística Brasileira"
1079,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,1984.16.045,"Fotografia||Villa-Lobos e o musicólogo teuto-uruguaio Francisco Curt Lange, por ocasião da estadia da Embaixada Artística Brasileira - delegação brasileira de professores de canto orfeônico organizada e dirigida por Villa-Lobos"
1080,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da dir. para esq.: Ruth Valadares Corrêa (1ª), Arminda (4ª), Batista Luzardo - embaixador do Brasil no Uruguay (5º), Villa-Lobos (7º).",1983.16.127,Fotografia||Visita ao Uruguai da delegação brasileira de professores de canto orfeônico dirigida por Villa-Lobos
1081,Uruguai,10 Comunicação > 10.1 Documento,Não identificado,1940,"Da dir. para esq.: Arnaldo Estrella (1º), Villa-Lobos (4º), Batista Luzardo (5º), Andrés Segóvia (6º), José Vieira Brandão (7º). ",1977.16.077,"Fotografia||Embaixada Artística Brasileira. Visita ao Uruguai da delegação brasileira de professores de canto orfeônico dirigida por Villa-Lobos. Almoço oferecido a Villa-Lobos, por Batista Luzardo, embaixador do Brasil no Uruguai"
1082,Uruguai > Montevidéu,10 Comunicação > 10.1 Documento,Não identificado,1940,,2008.16.002,"Fotografia||Da dir. para esq.: Arnaldo Estrella, Oscar Borgerth, Ruth Valadares, Gazzi de Sá, Villa-Lobos, Arminda, Iberê Gomes Grosso, José Vieira Brandão"
1083,,10 Comunicação > 10.1 Documento,Não identificado,1939,"Sobre a foto, escrito a caneta “Rainha dos Caboclos do ‘Sôdade do Cordão’ 1939”.",1985.16.007,Fotografia||Anita Otero no ensaio do Sôdade do Cordão
1084,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1939,"Arminda e Maria Margarida Sotelo sentadas ao fundo e, à frente, Zé Espinguela no ensaio do Sôdade do Cordão, em Irajá.",1977.16.024,Fotografia||Bloco Sôdade do Cordão.
1085,,10 Comunicação > 10.1 Documento,Não identificado,1939,,2003.16.157,Fotografia||Maestros Francisco Braga e Alfredo Franklin de Mattos
1086,,10 Comunicação > 10.1 Documento,Não identificado,1939,,2003.16.156,Fotografia||Maestros Francisco Braga e Alfredo Franklin de Mattos
1087,,10 Comunicação > 10.1 Documento,Não identificado,1939,,1977.16.086,Fotografia||Villa-Lobos e Assis Republicano à frente das Bandas dos Fuzileiros Navais e Corpo de Bombeiros
1088,,10 Comunicação > 10.1 Documento,Não identificado,1938,Com a dedicatória “Au Grand Maestro Villa-Lobos un souvenir de Jurupari a Paris en 1936. Serge Lifar”.,2003.16.094,"Fotografia||Serge Lifar, bailarino"
1089,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1938,"No verso, manuscrito “com Juracy Camargo, Paulo Magalhães, A... de Campos”",1977.16.026,Fotografia||Villa-Lobos e amigos na criação do Serviço Nacional de Teatro
1090,,10 Comunicação > 10.1 Documento,Não identificado,1937,Com a dedicatória “A Heitor Villa-Lobos avec mon admiration pour son genie musical et une sincere amitié. Pablo Casals. 1937”.Obs: Foto: Nicolas. Rio.,1982.16.188,Fotografia||Pablo Casals
1091,,10 Comunicação > 10.1 Documento,Não identificado,1937,,1983.16.089,"Fotografia||Villa-Lobos, Arminda, Frei Pedro Sinzig (ao lado do compositor) e turma de formandos do Conservatório Nacional de Canto Orfeônico"
1092,,10 Comunicação > 10.1 Documento,Não identificado,1937,"Da esq. para dir.: os dois primeiros não identificados, Lorenzo Fernandez, Celso Kelly (de branco), Secretário de Educação - Paulo Celso Moutinho (de branco), Secretário de Educação - Arthur Víctor (perto do busto), Villa-Lobos, Julieta Strutt e outros não identificados.",1983.16.010,Fotografia||Inauguração do busto (bronze) de Villa-Lobos no Theatro Municipal
1093,,10 Comunicação > 10.1 Documento,Não identificado,1937,,1982.16.148,Fotografia||Villa-Lobos regendo concentração orfeônica
1094,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1937,"Devido às anotações feitas no verso das fotos existia dúvida se a escultora era Adriana Janacópulos ou Celi. As notícias veiculadas na Gazeta de Notícias e A Noite, que estão no Livro de recortes LR13.018.1.c.00/LR13.018.1.c.00 mostram que não se trata de nenhuma das duas.",1982.16.120,"Fotografia||Villa-Lobos, em seu apartamento à Rua Araújo Porto Alegre, 56 ap. 54, e a escultora argentina Martha Elsa Vinisky, com o busto do compositor esculpido por esta"
1095,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1937,,1982.16.103,"Fotografia||Alunos de bailado indígena das escolas da prefeitura do Distrito Federal, na época o Rio de Janeiro, fotografados na Quinta da Boa Vista"
1096,Brasil > Rio de Janeiro,10 Comunicação > 10.1 Documento,Não identificado,1937,"Devido às anotações feitas no verso das fotos existia dúvida se a escultora era Adriana Janacópulos ou Celi. As notícias veiculadas na Gazeta de Notícias e A Noite, que estão no Livro de recortes LR13.018.1.c.00/LR13.018.1.c.00 mostram que não se trata de nenhuma das duas.",1980.16.152,"Fotografia||Villa-Lobos, em seu apartamento à Rua Araújo Porto Alegre, 56 ap. 54, e a escultora argentina Martha Elsa Vinisky, atrás de busto do compositor esculpido por esta"
1097,,10 Comunicação > 10.1 Documento,Não identificado,1937,,1977.16.064,Fotografia||Villa-Lobos com alunos de bailado da Escola Técnica Secundária
1098,,10 Comunicação > 10.1 Documento,Não identificado,1937,,1977.16.063,Fotografia||Villa-Lobos e estudantes da Escola Técnica Secundária
1099,,10 Comunicação > 10.1 Documento,Não identificado,1937,,1980.16.012,"Fotografia||Villa-Lobos, Arminda, José Vieira Brandão e outros não identificados, no intervalo de um concerto"
1100,Espanha > Barcelona,10 Comunicação > 10.1 Documento,Não identificado,1936,"No verso do postal “Snha Arminda d’Almeida. Sema - D. de Educação. Rua S. Christovam, 18. Estácio. Rio de Janeiro Brasil. Continuo na mesma apóz a carta-avion datada de 12 do corrente, apezar de muitas saudades e ter o meu pensamento voltado ainda muito mais para a Sema. Muitas lembranças a todos o teus e outras tantas para você do amigo sincero. Vi...”.",1980.16.009,"Fotografia||Cartão postal, de Villa-Lobos para Arminda, da Plaza Catalunya. Uma seta aponta um edifício com os dizeres “Aqui é que estou hospedado"""
1101,,10 Comunicação > 10.1 Documento,Não identificado,1936,,1983.16.096,"Fotografia||Villa-Lobos, Arminda e criança não identificada"
1102,,10 Comunicação > 10.1 Documento,Não identificado,1936,,1980.16.150,"Fotografia||Villa-Lobos, por ocasião da 2ª temporada oficial de concertos do Theatro Municipal"
1103,,10 Comunicação > 10.1 Documento,Não identificado,1936,"No verso, dedicatória “Ao Maestro! Uma recordação do [Rurgïrstendamm] ao domingo. José Fernandes” e uma anotação manuscrita a lápis “Locutor alemão e Sra./Alemanha/1936”.",1984.16.053,"Fotografia||Villa-Lobos, [José Fernandes e Sra.]"
1104,,10 Comunicação > 10.1 Documento,Não identificado,1936,"Escrito na foto, à caneta: “Que pijama feíssimo, meu Deus!” (observação de Arminda conforme livro de Luís Paulo Horta ‘Heitor Villa-Lobos’)Obs 2: No verso, manuscrito “A linda e pacata Pensão Mara” e carimbo “Aesster-Berlin”.",1980.16.008,"Fotografia||Villa-Lobos, José Fernando e Sá Pereira"
1105,,10 Comunicação > 10.1 Documento,Não identificado,1935,"Villa-Lobos ao lado de Noêmia (mãe de Villa-Lobos), Arminda (de chapéu escuro e flor no vestido, no canto esquerdo), José Vieira Brandão (atrás de Arminda), Frei Pedro Sinzig (de batina), Sylvio Salema (penúltimo de pé, à direita) Luiz Heitor Correa de Azevedo (último sentado, à direita) e outros não identificados. Manuscrito sobre a foto “Rio, 1935. Almoço em homenagem ao Mtro Villa-Lobos. Arminda d’Almeida,.., J. V. Brandão”.",1977.16.266,"Fotografia||Villa-Lobos ao lado de D. Noêmia (mãe de Villa-Lobos), Arminda (de chapéu escuro e flor no vestido, no canto esquerdo) e outros, por ocasião de almoço em homenagem ao Maestro"
