,Abrangência/ Cobertura,Assunto/ palavras-chave,Descrição,Identifier,Tipo do recurso,Título
910,"Rio Grande do Sul||Santa Tereza||-29,169408300000025  -51,7366667||Não informado",Não encontrado.,06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg||06 -  Campanario.jpg,Não encontrado.||Não informado,Conjunto Urbano,"Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário||Núcleo Urbano de Santa Tereza, RS: Vista do Campanário"
911,"Minas Gerais||Nova Era||-19,765591699999998  -43,0368472||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Arquitetônico,
912,"Rio de Janeiro||Rio de Janeiro||-22,908794400000005  -43,1748028||Não informado",Não encontrado.,ABI - Rio de Janeiro - RJ - Márcio Vianna (10).jpg,Não encontrado.||Não informado,Edificação,ABI
913,"Rio Grande do Norte||Acari||-6,435469400000008  -36,6393583||Não informado",Não encontrado.,Igreja de Nossa Senhora do Rosário - Acari.jpeg,Não encontrado.||Não informado,Edificação,Igreja de Nossa Senhora do Rosário - Acari
914,"Rio Grande do Sul||Sant' Ana do Livramento||-30,889355599999995  -55,5324||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
915,"Rio Grande do Sul||São Gabriel||-30,339133299999983  -54,31926940000001||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
916,"Rio Grande do Norte||Arês||-6,1965888999999965  -35,1621278||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
917,"Pernambuco||Recife||-8,0653111  -34,8778778||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
918,"Rio Grande do Norte||Caicó||-6,462472200000005  -37,0941806||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
919,"Rio de Janeiro||Nova Friburgo||-22,29321940000001  -42,54315||Não informado",Não encontrado.,04 park hotel friburgo.jpg||04 park hotel friburgo.jpg,Não encontrado.||Não informado,Edificação,Hotel do Parque São Clemente||Hotel do Parque São Clemente
920,"Rio Grande do Norte||Canguaretama||-6,380936100000007  -35,1296083||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
921,"Pernambuco||Recife||-8,064802800000008  -34,8896417||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
922,"Rio Grande do Sul||São Miguel das Missões||-28,546204765740647  -54,556676430082724||Não informado",Não encontrado.,Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg||Igreja de São Miguel_Ruínas - Marcel Gautherot.jpg,Não encontrado.||ID Unesco - 275,Conjunto Arquitetônico,"Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro||Remanescentes do Povo e Ruínas da Igreja de São Miguel das Missões, RS: cruzeiro"
923,"Minas Gerais||Nova Lima||-19,985469400000003  -43,847325||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
924,"Rio de Janeiro||Nova Friburgo||-22,28144719999999  -42,5317889||Não informado",Não encontrado.,,Não encontrado.||Não informado,Jardim Histórico,
925,"Pernambuco||Recife||-8,070694400000008  -34,8791389||Não informado",Não encontrado.,São Jose Ribamar - Recife - PE - Nelson Kon (10).jpg,Não encontrado.||Não informado,Edificação,São José do Ribamar
926,"Rio Grande do Norte||Canguaretama||-6,380936100000007  -35,1296083||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
927,"Pernambuco||Recife||-8,067236100000004  -34,8790944||Não informado",Não encontrado.,São Pedro dos Clerigos - Recife - PE - Nelson Kon (1).jpg||São Pedro dos Clerigos - Recife - PE - Nelson Kon (1).jpg||São Pedro dos Clerigos - Recife - PE - Nelson Kon (1).jpg||São Pedro dos Clerigos - Recife - PE - Nelson Kon (1).jpg,Não encontrado.||Não informado,Edificação,São Pedro dos Clérigos||São Pedro dos Clérigos||São Pedro dos Clérigos||São Pedro dos Clérigos
928,"Rio Grande do Norte||Natal||-5,785586100000009  -35,2089222||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
929,"Minas Gerais||Ouro Branco||-20,521067457615604  -43,691911281940854||Não informado",Não encontrado.,img_3001_001.jpg||img_3001_001.jpg,Não encontrado.||Não informado,Edificação,Igreja Matriz de Santo Antônio - Ouro Branco||Igreja Matriz de Santo Antônio - Ouro Branco
930,"Rio de Janeiro||Rio de Janeiro||-22,7636339999999  -43,108957||Não informado",Não encontrado.,||||||||||||||||,Não encontrado.||Não informado,Paisagem,||||||||||||||||
931,"Rio Grande do Norte||Natal||-5,785586100000009  -35,2089222||Não informado",Não encontrado.,,Não encontrado.||Não informado,Conjunto Urbano,
932,"Pernambuco||Recife||-8,065791700000004  -34,8769556||Não informado",Não encontrado.,Divino Espirito Santo - Recife - PE - Nelson Kon (3).jpg,Não encontrado.||Não informado,Edificação,Igreja do Divino Espírito Santo
933,"Minas Gerais||Ouro Branco||-20,5236139  -43,6916806||Não informado",Não encontrado.,img_3002_001.jpg||img_3002_001.jpg,Não encontrado.||Não informado,Edificação,Igreja Matriz de Santo Antônio - Ouro Branco - Itatiaia||Igreja Matriz de Santo Antônio - Ouro Branco - Itatiaia
934,"Rio de Janeiro||Nova Iguaçu||-22,66922780000001  -43,42596939999999||Não informado",Não encontrado.,Paulo Vidal São Bernardino 080.jpg||Paulo Vidal São Bernardino 080.jpg||Paulo Vidal São Bernardino 080.jpg||Paulo Vidal São Bernardino 080.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Fazenda São Bernardino: casa||Fazenda São Bernardino: casa||Fazenda São Bernardino: casa||Fazenda São Bernardino: casa
935,"Rio Grande do Norte||Natal||-5,7564318796971214  -35,19495981713932||Rio Grande do Norte - Natal - Praia do Forte",Não encontrado.,Natal_RN_Forte dos Reis Magos_Maria Regina Weissheimer (1).JPG||Natal_RN_Forte dos Reis Magos_Maria Regina Weissheimer (1).JPG||Natal_RN_Forte dos Reis Magos_Maria Regina Weissheimer (1).JPG||Natal_RN_Forte dos Reis Magos_Maria Regina Weissheimer (1).JPG||Natal_RN_Forte dos Reis Magos_Maria Regina Weissheimer (1).JPG,Não encontrado.||Não informado,Edificação,"Forte dos Reis Magos, Natal, RN||Forte dos Reis Magos, Natal, RN||Forte dos Reis Magos, Natal, RN||Forte dos Reis Magos, Natal, RN||Forte dos Reis Magos, Natal, RN"
936,"Pernambuco||Recife||-8,068511099999983  -34,877775||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
937,"Rio Grande do Sul||São Nicolau||-28,186555599999995  -55,25941670000001||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Conjunto Arquitetônico,Logo Patrimônio Cultural
938,"Rio Grande do Norte||Natal||-5,785586100000009  -35,2089222||Não informado",Não encontrado.,,Não encontrado.||Não informado,Acervo,
939,"Pernambuco||Recife||-8,044802799999998  -34,9017361||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
940,"Minas Gerais||Ouro Preto||-20,385335733697193  -43,48532928946834||Não informado",Não encontrado.,img_3102_001.jpg||img_3102_001.jpg,Não encontrado.||Não informado,Edificação,Capela de Nossa Senhora da Piedade - Ouro Preto||Capela de Nossa Senhora da Piedade - Ouro Preto
941,"Rio Grande do Sul||Tramandaí||-29,9860611  -50,1315722||Não informado",Não encontrado.,,Não encontrado.||Não informado,Coleção,
942,"Pernambuco||Recife||-8,055774999999993  -34,8883389||Não informado",Não encontrado.,Palácio da Soledade - PE - Marcel Gautherot.jpg||Palácio da Soledade - PE - Marcel Gautherot.jpg,Não encontrado.||Não informado,Edificação,Palácio da Soledade||Palácio da Soledade
943,"Rio de Janeiro||Paraty||-23,21514720000001  -44,713975||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Edificação,Logo Patrimônio Cultural
944,"Minas Gerais||Ouro Preto||-20,390003951050037  -43,49870144251268||Não informado",Não encontrado.,Capela das Dores - Ouro Preto - MG - Carlos Café (1).jpg,Não encontrado.||Não informado,Edificação,"Capela Nossa Senhora das Dores, Ouro Preto (MG)"
945,"Rio Grande do Sul||Triunfo||-29,945046222478346  -51,7210941040323||Não informado",Não encontrado.,colorida@4x.png,Não encontrado.||Não informado,Edificação,logo patrimônio cultural colorida
946,"Pernambuco||Recife||-8,039563900000005  -34,9041972||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
947,"Rio Grande do Norte||São Gonçalo do Amarante||-5,793750546572739  -35,32862861924968||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
948,"Rio de Janeiro||Rio de Janeiro||-22,895245000000003  -43,291734||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
949,"Minas Gerais||Ouro Preto||-20,387990104323602  -43,4914648425896||Não informado",Não encontrado.,Capela do Padre Faria - Ouro Preto - MG - Caio Reisewitz (1).JPG,Não encontrado.||Não informado,Edificação,"Capela do Padre Faria, Ouro Preto (MG)"
950,"Pernambuco||Recife||-8,058972199999998  -34,8827111||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
951,"Rio Grande do Sul||Viamão||-30,081938000000015  -51,024137||Não informado",Não encontrado.,viamao.jpeg||viamao.jpeg,Não encontrado.||Não informado,Edificação,Igreja de Nossa Senhora da Conceição de Viamão||Igreja de Nossa Senhora da Conceição de Viamão
952,"Rio Grande do Norte||São José de Mipibu||-6,072447199999994  -35,2401972||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
953,"Minas Gerais||Ouro Preto||-20,3875583  -43,5071361||Não informado",Não encontrado.,img_3125_002.jpg||img_3125_002.jpg,Não encontrado.||Não informado,Edificação,Capela de Santana - Ouro Preto||Capela de Santana - Ouro Preto
954,"Pernambuco||Recife||-8,058055600000001  -34,8792139||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
955,"Minas Gerais||Ouro Preto||-20,376514  -43,485909||Não informado",Não encontrado.,Ouro Preto - MG - Isabella Atayde (34).JPG,Não encontrado.||Não informado,Edificação,Capela de São João
956,"Rio de Janeiro||Rio de Janeiro||-22,9113528  -43,20555829999999||Não informado",Não encontrado.,Fotos Gerais da Cidade - Rio de Janeiro - RJ - Mônica Zarattini (15).jpg||Fotos Gerais da Cidade - Rio de Janeiro - RJ - Mônica Zarattini (15).jpg,Não encontrado.||Não informado,Paisagem,Morros da Cidade do Rio de Janeiro||Morros da Cidade do Rio de Janeiro
957,"Rio Grande do Norte||Touros||-5,200522199999968  -35,4573056||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
958,"Minas Gerais||Ouro Preto||-20,387036597806308  -43,47297972861161||Não informado",Não encontrado.,Bom Jesus das Flores do Taquaral - Ouro Preto - MG - Caio Reisewitz (1).JPG,Não encontrado.||Não informado,Edificação,"Igreja Bom Jesus das Flores do Taquaral, Ouro Preto (MG)"
959,"Pernambuco||Recife||-8,060730600000007  -34,87835||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
960,"Rio Grande do Norte||Vila Flor||-6,315983300000002  -35,0756861||Não informado",Não encontrado.,vila flor.jpeg,Não encontrado.||Não informado,Edificação,Casa de Câmara e Cadeia - Vila Flor
961,"Rio de Janeiro||Rio de Janeiro||-22,91135280000001  -43,20555829999999||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
962,"Minas Gerais||Ouro Preto||-20,38603405822501  -43,507910807163356||Não informado",Não encontrado.,Capela do Bonfim - Ouro Preto - MG - Caio Reisewitz  (2).JPG,Não encontrado.||Não informado,Edificação,"Capela do Senhor do Bonfim, Ouro Preto (MG)"
963,"Rio de Janeiro||Paraty||-23,215147200000022  -44,713975||Não informado",Não encontrado.,Paraty - RJ - Tadeu Goncalves (167).jpg,Não encontrado.||Não informado,Edificação,"Igreja de Nossa Senhora das Dores, Paraty, RJ"
964,"Minas Gerais||Ouro Preto||-20,31137150707434  -43,71062545898699||Não informado",Não encontrado.,img_3110_002.jpg||img_3110_002.jpg,Não encontrado.||Não informado,Edificação,Casa setecentista - MG||Casa setecentista - MG
965,"Rio de Janeiro||Paraty||-23,21514720000001  -44,713975||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
966,"Rio de Janeiro||Rio de Janeiro||-22,967640000000003  -43,239319||Não informado",Não encontrado.,colorida@4x.png,Não encontrado.||Não informado,Conjunto Arquitetônico,logo patrimônio cultural colorida
967,"Mato Grosso do Sul||Aquidauana||-20,47617808173854  -55,79099073988578||Não informado",Não encontrado.,Estação Ferroviária de Aquidauana.jpg,Não encontrado.||RFFSA - 4206453,Edificação,Estação Ferroviária de Aquidauana
968,"Rondônia||Costa Marques||-12,427435000000001  -64,423163||Não informado",Não encontrado.,Costa Marques_RO_Forte Real Principe da Beira_Renata Ceridono Fortes (18).JPG||Costa Marques_RO_Forte Real Principe da Beira_Renata Ceridono Fortes (18).JPG||Costa Marques_RO_Forte Real Principe da Beira_Renata Ceridono Fortes (18).JPG||Costa Marques_RO_Forte Real Principe da Beira_Renata Ceridono Fortes (18).JPG,Não encontrado.||Não informado,Edificação,"Forte Real Príncipe da Beira, Costa Marques, RO||Forte Real Príncipe da Beira, Costa Marques, RO||Forte Real Príncipe da Beira, Costa Marques, RO||Forte Real Príncipe da Beira, Costa Marques, RO"
969,"Piauí||Campinas do Piauí||-7,660002799999985  -41,88068059999999||Não informado",Não encontrado.,fábrica de laticínios campinas do piauí - arquivo 19sr.jpg,Não encontrado.||Não informado,Conjunto Arquitetônico,Fábrica de laticínios
970,"Minas Gerais||Ouro Preto||-20,38562172657369  -43,5082997274719||Não informado",Não encontrado.,Ouro Preto_MG_Rua Antônio de Albuquerque Chafariz_Bruno Ferreira_22112018.JPG,Não encontrado.||Não informado,Artefato,"Conjunto Arquitetônico e Urbanístico, Ouro Preto, MG: Rua Antônio de Albuquerque,snº,Pilar(22112018)"
971,"Mato Grosso do Sul||Aquidauana||-20,478558885288678  -55,53378298861015||Não informado",Não encontrado.,Estação 1.jpg,Não encontrado.||Não informado,Edificação,Estação Ferroviária de Piraputanga
972,"Rondônia||Porto Velho||-8,763163899999997  -63,903341700000006||Não informado",Não encontrado.,IPHAN.jpg,Não encontrado.||Não informado,Edificação,Logo Bem Cultural
973,"Minas Gerais||Ouro Preto||-20,387509894791773  -43,499644238980466||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
974,"Rio de Janeiro||Rio de Janeiro||-22,927561099999995  -43,713505600000005||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Obras de Engenharia,Logo Patrimônio Cultural
975,"Piauí||Campo Maior||-4,825358300000002  -42,1667889||Não informado",Não encontrado.,Superintendência - Campo Maior - PI (5).JPG,Não encontrado.||Não informado,Jardim Histórico,Cemitério do Batalhão
976,"Rio de Janeiro||Paraty||-23,21514720000001  -44,713975||Não informado",Não encontrado.,Paraty - RJ - Cristiano Mascaro (3).jpg,Não encontrado.||Não informado,Edificação,"Igreja de Santa Rita, Paraty, RJ"
977,"Mato Grosso do Sul||Bonito||-21,126225000000005  -56,489588899999994||Não informado",Não encontrado.,logoColorida@4x.png,Não encontrado.||Não informado,Paisagem,Patrimônio Cultural
978,"Minas Gerais||Ouro Preto||-20,384649348634458  -43,50581667247705||Não informado",Não encontrado.,,Não encontrado.||Não informado,Artefato,
979,"Mato Grosso do Sul||Corumbá||-19,920332  -57,792184||Não informado",Não encontrado.,Forte de Coimbra.jpeg||Forte de Coimbra.jpeg,Não encontrado.||Não informado,Edificação,Forte de Coimbra: Conjunto de Edificações||Forte de Coimbra: Conjunto de Edificações
980,"Piauí||Floriano||-6,76372404339193  -43,02299997256515||Não informado",Não encontrado.,,Não encontrado.||Não informado,Edificação,
