,Assunto/ palavras-chave,Autor,Data,Descrição,Direitos,Identifier,Título
335,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1985||2ª metade,"Fogão a lenha, também conhecido como ""fogão de aterro"" ou ""fogão de catre"".","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",130||256/94,Fogão à lenha
336,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Collinson & C° (Athena),1984,Ornatos: motivos geométricos; ânfora; paisagem de cidade; uvas; rosas; peanha; escadaria.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",129||142/94 | 85.11,Fruteira
337,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Inglesa,1984,"Ornatos: gregas; círculos; motivos fitomorfos estilizados; motivos geométricos; mar; pontes; cercas e figuras antropomorfas.||Louça conhecida como ""willow pattern"" (""motivo de salgueiro""), com desenho que representa uma paisagem chinesa e que foi utilizado na Inglaterra para a decoração de louça de mesa azul-e-branco.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",128||119/94 | 85.10,Jarra||Jarra de porcelana
338,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Inglesa,1984,"Ornatos: gregas; círculos; volutas; motivos fitomorfos estilizados; motivos geométricos; mar; embarcação; ponte; cerca; figuras antropomorfas e pombinhos.||Louça conhecida como ""willow pattern"" (""motivo de salgueiro""), com desenho que representa uma paisagem chinesa e que foi utilizado na Inglaterra para a decoração de louça de mesa azul-e-branco.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",127||143/94 | 85.12,Travessa
339,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Jules Etienne,,Porcelana branca com ornamentação floral em esmalte. Policromia: rosa e verde.||Ornatos: motivos florais e ramagens.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",126||239b/94 | 86.10b||125,Pires
340,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Jules Etienne,,"Porcelana branca com ornamentação floral em esmalte. Policromia: rosa e verde.||Ornatos: motivos florais, ramagens e frisos simples.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",125||239a/94 | 86.10a||126,Xícara de chá
341,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,"Porcelana branca com ornamentação de volutas em relevo e de motivos florais em esmalte. Policromia: vinho e verde.||Ornatos: volutas, motivos florais e ramagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",124||236/94 | 86.13,Prato raso
342,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica J. & MEAKIN,,"Porcelana branca com ornamentação em relevo com motivos fitomorfos, volutas e rocalhas.||Ornatos: rocalhas, volutas e motivos fitomorfos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",123||238/94 | 86.09,Açucareiro [fragmento] (bojo)
343,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,[Cristal Saint-Louis],1986,"Ornatos: motivos fitomorfos||Jarra em cristal com motivos decorativos florais e fitomorfos, em pasta de vidro. Alça em relevo, barra superior e tampa em prata dourada (vermeil).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",122||240a/94 | 240b/94,Jarra||Jarra com tampa
344,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XX | Usos e Costumes | Utensílios Domésticos,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",121||237/94,Garrafa||Garrafa para leite
345,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1986,"Ornatos: motivos art-nouveau.||Jarra em vidro com motivos decorativos florais estilizados, típicos do estilo art-nouveau (virada do século XIX para o séc. XX).","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",120||241/94,Jarra||Jarra de cristal
346,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Jules Etienne,,"Porcelana branca com motivos florais em esmalte. Policromia: rosa, amarelo, vinho, verde e azul.||Ornatos: motivos florais e ramagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",119||145/94 | 85.14,Prato fundo
347,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Haviland - Limoges,,"Porcelana branca com gregas em relevo e motivos florais em esmalte. Policromia: azul e verde.||Ornatos: gregas, motivos florais e ramagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",118||146/94 | 85.15,Prato de sobremesa
348,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Fábrica Haviland - Limoges,1986,"Porcelana branca com guirlandas em relevo e motivos florais em esmalte. Policromia: rosa e verde.||Ornatos: guirlandas, motivos florais e ramagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",117||235/94,Prato raso
349,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Século XVIII/XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,,"Porcelana branca com motivos florais em esmalte. Policromia: roxo, laranja e verde.||Ornatos: motivos florais e ramagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",116||144/94 | 85.13,Travessa
350,11 Transporte > 11.3 Acessório de Transporte Terrestre||Acessório de Transporte | Minas Gerais | Século XIX,Não identificado,1993,"Peitoral (de burro-de-guia), confeccionada em couro, forrada de tecido, com fivelas de metal e sinos em bronze.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",115||261/94,Peitoral
351,11 Transporte > 11.3 Acessório de Transporte Terrestre||Acessório de Transporte | Minas Gerais | Século XIX,Não identificado,1993,"Cabeçada (de burro-de-guia), confeccionada em couro, com fivelas em metal (ferro) e ornatos em alpaca.||Ornatos: estrela, corações, frisos, motivos fitomorfos e perolado.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",114||Não encontrado,Cabeçada
352,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XIX | Usos e Costumes | Utensílios Domésticos,Não identificado,1993,"Trempe, fundida em ferro, com três ganchos para pendurar panelas e aro para o coador de café.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",113||257/94,Trempe
353,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XX | Usos e Costumes | Utensílios Domésticos,Não identificado,1993,"Panela, fundida em ferro, com alça fixada por  aros. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",112||259/94,Panela
354,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XX | Usos e Costumes | Utensílios Domésticos,Não identificado,1993,"Panela, fundida em ferro, com alça fixada por  aros, com três pés. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",111||258/94,Panela
355,05 Interiores > 05.6 Utensílio de Cozinha/Mesa||Minas Gerais | Século XX | Usos e Costumes | Utensílios Domésticos,Não identificado,1993,"Panela lisa, fundida em ferro, com alça fixada por  aros. Sem tampa.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",110||260/94,Panela
356,02 Artes Visuais/Cinematográfica > 02.4 Estampa||França | Religião | Século XX,Não Identificada,,Litogravura colorida. Policromia:||A representação da Santa Ceia.||Litogravura impressa na França (confirmar).,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",109||244/94,Estampa Religiosa||Santa Ceia
357,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,1984,"Banco confeccionado em madeira (jacarandá e cabiúna), sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",108||84.25.2 | 156a/94||107,Banco
358,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,1984,"Banco confeccionado em madeira (jacarandá e cabiúna), sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",107||84.25.1 | 156b/94||108,Banco
359,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,1984,"Mesa [de refeição], confeccionada em jacarandá vermelho, composta por tampo largo subdividido em 5 partes (4 em jacarandá e uma tábua inteiriça de vinhático. Moldura lisa. Fixação das partes por parafusos de ferro.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",106||84.24 | 155/94,Mesa de refeição
360,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,"Banco confeccionado em madeira (jacarandá e vinhático?), sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",105||83.02 | 039/02 | 18/88,Banco com encosto
361,05 Interiores > 05.1 Acessório de Interiores||Minas Gerais | Mobiliário | Século XVIII,Não identificado,1984,"Cabideiro confeccionado em madeira e pintado de azul.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XVIII. Manufatura rústica com ornatos recortados em curvas e contracurvas","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",104||84.27 | 158/94,Cabide de parede
362,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,1984,"Armário confeccionado em cedro, com duas portas almofadadas e linha retas. Policromia: Azul.||Armário de manufatura rústica.||O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",103||84.26 | 157/94,Armário guarda-louça||Armário guarda-louça de chão
363,05 Interiores > 05.5 Peça de Mobiliário||Minas Gerais | Mobiliário | Século XIX,Não identificado,,Peça em madeira recortada.||Ornatos: motivos fitomorfos e frisos.,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",102||246/94,Armário guarda-comida||Armário guarda-comida de parede
364,05 Interiores > 05.4 Objeto de Iluminação||Iluminação | Século XIX,Não identificado,,"Peça fundida em metal dourado (latão), de base circular e motivos decorativos em frisos, motivos fitomorfos e gomos.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",101||222/94,Palmatória
365,02 Artes Visuais/Cinematográfica > 02.3 Escultura||Brasil | Religião | Século XIX,Não identificado,,"Peça fundida em metal, com vestígios de douramento.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",100||113/94 | 85.06,Imaginária Sacra||Nossa Senhora da Conceição
366,08 Insígnias||Brasil-Império | Maçonaria | Século XIX,Não identificado,,"Peça fundida em metal (bronze) apresentando símbolo da Maçonaria.||Ornatos: compasso, estrela e folhagens.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",99||011/88,Brasão maçônico||Brasão da maçonaria
367,10 Comunicação > 10.2 Equipamento de Comunicação Escrita||Artes Decorativas | Minas Gerais | Século XIX,Não identificado,,"Peso redondo, facetado, confeccionado em pasta de vidro verde.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",98||85.09 | 118/94,Peso de papel
368,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual||Minas Gerais | Religião | Século XIX,Não identificado,,"Peça fundida em metal (bronze), comumente utilizada nas igrejas em Minas Gerais.","Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",97||84.43 | 61/88,Sineta
369,10 Comunicação > 10.2 Equipamento de Comunicação Escrita||Século XIX | Tipografia,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto",96||84.16.1 | 161/94,Carimbo selo||5
370,10 Comunicação > 10.2 Equipamento de Comunicação Escrita||Século XIX | Tipografia,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","95||84.16.3 | 161b/94||9,3E+095",Carimbo selo||Z
371,10 Comunicação > 10.2 Equipamento de Comunicação Escrita||Século XIX | Tipografia,Não identificado,,,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/||Federal | Tomb. em conjunto","94||84.16.2 | 161a/94||9,3E+096",Carimbo selo||8
