Altura (cm),Autor,Classificação,Condições de reprodução,Denominação,Document,Estado de conservação,Largura (cm),Link do Item,Localização atual,Material,Modo de aquisição,Número de registro,Origem,Procedência,Profundidade (cm),Situação,Técnica,Título,Data de aquisição,Armário/Estante/Mapoteca,Diâmetro (cm),Prateleira/Gaveta,Andar,Comprimento (cm),data de produção,Ano de produção,Condições de segurança,Nº anterior,Proteção legal,Conjunto com nº,Temas,Características técnicas,Características iconográficas/ornamentais,Características estilísticas,Espessura (cm),Circunferência (cm)
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Banco,36260,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/banco-11/,Sacada [varanda da casa],madeira,Doação,172,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XIX,,Boa,83.033 | 039/054 | 141/94,Federal | Tomb. em conjunto,,Mobiliário | Século XIX,"Banco confeccionado em madeira clara, sem encosto, com pés recortados em contracurvas. Fixação através de encaixes e pregos.",,"O móvel tem as características do estilo mineiro, desenvolvido na região no século XIX. Manufatura rústica com ornatos recortados em curvas e contracurvas.",,
,Lemercier (impressão),02 Artes Visuais/Cinematográfica > 02.4 Estampa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estampa Religiosa (sacra),36258,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estampa-religiosa-sacra-6/,,papel | tinta,Doação,171,Paris (FRA),Igreja Matriz de Nossa Senhora da Conceição | Serro (MG),,Localizado,litografia (impressão),Evangelho de São João,,Mapoteca 01,,2,2º,,Séc. XIX,,Boa,83.034 | 039/055 | 16/88b | 109/94 | 01.016.019,Federal | Tomb. em conjunto,170,Minas Gerais | Religião | Século XIX | Serro,"Estampa colorida impressa em litografia (matriz em pedra). Policromia: azul, amarelo, preto, rosa e branco.","Ornamentação em arabescos, frisos, ânforas, folhas de acanto e motivo florais. Representação do Santo Evangelho com a imagem do cordeiro de Deus deitado sobre a cruz.",,,
,Lemercier (impressão),02 Artes Visuais/Cinematográfica > 02.4 Estampa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Estampa Religiosa (sacra),36254,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/estampa-religiosa-sacra-5/,,papel | tinta,Doação,170,Paris (FRA),Igreja Matriz de Nossa Senhora da Conceição | Serro (MG),,Localizado,litografia (impressão),,,Mapoteca 01,,2,2º,,Século XIX,,Boa,83.034.I | 039/056 | 16/88 | 109/94 | 01.016.018,Federal | Tomb. em conjunto,171,Minas Gerais | Religião | Século XIX | Serro,"Estampa colorida impressa em litografia (matriz em pedra). Policromia: azul, rosa, marrom ,verde, amarelo, preto e cinza.","Ornamentação em arabescos, frisos, ânforas, folhas de acanto e motivo florais. Representação de cena religiosa (ressurreição de Jesus), de Jesus Cristo e de Nossa Senhora.",,,
,Não Identificada,10 Comunicação > 10.3 Equipamento de Comunicação Sonora/Visual,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Sino,36252,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/sino-3/,,bronze | metal,Doação,169,Minas Gerais,Serro (MG),,Localizado,fundição,,1992,,,,2º,,Século XIX,,Boa,249/94,Federal | Tomb. em conjunto,,Brasil | Construção | Século XIX,"Sino fundido em metal (bronze), de formato cônico.",Ornatos: efígie de santa; frisos e motivos florais.,,,
,Não identificado,04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Retábulo [fragmento] (Mísula),36250,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/retabulo-fragmento-misula-5/,,madeira | tinta,Doação,168,Serro (MG),Igreja da Purificação | Serro (MG),,Localizado,entalhe | policromia,,,,,,2º,,Século XVIII,,Boa,Não encontrado,Federal | Tomb. em conjunto,(colocar demais partes do retábulo),Barroco | Construção Religiosa | Minas Gerais | Século XVIII | Serro,"Peça de retábulo com estrutura ornamental  em volutas, de formato espiral. Policromia: azul e vermelho.","Estrutura composta por volutas, com frisos e terminação em espiral, característica dos retábulos do século XVIII, em estilo barroco.","Peça com características correspondentes à 1ª fase em Minas, conhecida como ""Estilo Nacional Português"", apresentando as tradicionais linhas do estilo barroco. Este estilo prevalece na região de Minas até cerca de 1720/1730, data da edificação da Igreja da Purificação, segundo registros históricos.",,
,[Silvestre Lopes de Almeida],04 Construção > 04.4 Fragmento de Construção,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Capela-mor [fragmento] (painel),36248,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/capela-mor-fragmento-painel-3/,,madeira | tinta,,167,Minas Gerais,Igreja Bom Jesus do Matosinhos | Serro (MG),,Localizado,entalhe | policromia,,,,,,,,Séc. XVIII,[1797],Boa,Não encontrado,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII | Serro,"Pintura a têmpera sobre madeira (cedro), em estilo rococó. Policromia: preto, azul, vermelho, rosa e marrom claro.","Figura de querubim cercado por nuvem estilizada, figura comumente utilizada na ornamentação religiosa em Minas.","Fragmento do painel esquerdo da capela-mor da Igreja do Bom Jesus do Matosinhos, que possui forro pintado no ano de 1797 pelo artista, em estilo rococó (também chamado de 3ª fase do barroco em Minas).",,
,[D. Frei Vicente Micolta],02 Artes Visuais/Cinematográfica > 02.3 Escultura,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Imaginária Sacra,36246,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/imaginaria-sacra-13/,Reserva Técnica 01/ próximo a janela,madeira,Doação,166,Minas Gerais,Minas Gerais,,Localizado,entalhe,,,,,,2º,,Séc. XIX,,Boa,191/94,Federal | Tomb. em conjunto,,Minas Gerais | Religião | Século XVIII/XIX,"Escultura (inacabada), em madeira (cedro) entalhada, com marcas de goiva, sobretudo no rosto.",Ornatos: nuvem estilizada em volutas.,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Arandela,36244,Ruim,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/arandela-7/,,ferro | madeira | metal,Doação,165,Minas Gerais,Minas Gerais,,Localizado,fundição | policromia | recorte,,,Estante 07,,3,2º,,Séc. XVIII,,Boa,186b/94,Federal | Tomb. em conjunto,164,Iluminação | Minas Gerais | Século XVIII | Vila do Príncipe,"Arandela (também conhecida como aplique) confeccionada em tábua de madeira (cedro) recortada e policromada, com detalhes em ferro. Policromia: amarelo, marrom e vermelho.",Uso de ornamentos em curvas e contracurvas e policromia singela.,"Placa recortada em curvas e contracurvas, que revelam a influência do estilo barroco. Peça típica do estilo colonial mineiro, comumente encontrada na região de Minas Gerais no século XVIII.",,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Arendela,36242,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/arendela-3/,,ferro | madeira | metal,Doação,164,Minas Gerais,Minas Gerais,,Localizado,fundição | policromia | recorte,,,Estante 07,,3,2º,,Séc. XVIII,,Boa,186a/94 | 85/21,Federal | Tomb. em conjunto,165,Iluminação | Minas Gerais | Século XVIII | Vila do Príncipe,"Arandela (também conhecida como aplique) confeccionada em tábua de madeira (cedro) recortada e policromada, com detalhes em ferro. Policromia: amarelo, marrom e vermelho.",Uso de ornamentos em curvas e contracurvas e policromia singela.,"Placa recortada em curvas e contracurvas, que revelam a influência do estilo barroco. Peça típica do estilo colonial mineiro, comumente encontrada na região de Minas Gerais no século XVIII.",,
,Não identificado,05 Interiores > 05.5 Peça de Mobiliário,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Mesa de encostar,36240,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/mesa-de-encostar-11/,,madeira,Compra,163,Minas Gerais,Minas Gerais,,Localizado,entalhe | recorte,,1986,,,,2º,,Séc. XIX,,Boa,221/94,Federal | Tomb. em conjunto,,Minas Gerais | Mobiliário | Século XVIII/XIX,"Mesa [de encostar], em madeira (cedro) entalhada e recortada.",,"Mesa [de encostar], recortada em madeira (cedro), de manufatura rústica, típica da região de Minas Gerais.",,
,Não identificado,13 Castigo/Penitência > 13.2 Instrumento de Castigo,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Ferrete,36238,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/ferrete-3/,,ferro | metal,Doação,162,Minas Gerais,Serro (MG),,Localizado,fundição,,1985,,,,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Minas Gerais | Século XIX,"Ferrete, em metal (ferro), com cabo retorcido.",,,,
,Não identificado,14 Medição/Registro/Observação/Processamento > 14.1 Instrumento de Precisão/Óptico,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Balança,36236,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/balanca-3/,,ferro | metal > latão | metal,Doação,161,Minas Gerais,Minas Gerais,,Localizado,fundição,,,,,,2º,,Séc. XIX,,Boa,Não encontrado,Federal | Tomb. em conjunto,,Insrtumento de Pre- cisão | Minas Gerais | Século XIX,Balança confeccionada em metal (ferro e latão).,,,,
,Não identificado,05 Interiores > 05.4 Objeto de Iluminação,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Candeia,36234,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/candeia-3/,"Sala ""Cozinha""/ Lado direito preso na parede",ferro | metal,Doação,160,Minas Gerais,Serro (MG),,Localizado,fundição,,1993,,,,2º,,Séc. XIX,,Boa,248/94,Federal | Tomb. em conjunto,,Iluminação | Minas Gerais | Século XIX | Usos e Costumes,"Candeia aberta, com gancho de suspensão e bico, confeccionada em metal (ferro).","Ornatos: círculos, riscos e retorcidos.",,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forno de Assar,36232,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forno-de-assar-3/,,pedra-sabão,Compra,159,Minas Gerais,Minas Gerais,,Localizado,cantaria,Forno de Assar para torrar farinha,1986,,,,2º,,Séc. XIX,,Boa,212/94,Federal | Tomb. em conjunto,,Século XIX | Usos e Costumes | Utensílios Domésticos,"Peça esculpida através da técnica da cantaria, muito utilizada na região de Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Tacho,36230,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/tacho-3/,,metal | tinta,Compra,158,Minas Gerais,Minas Gerais,,Localizado,fundição | pintura,,1984,,,,2º,,Séc. XIX,,Boa,127/94 | 85.26,Federal | Tomb. em conjunto,,Século XIX | Usos e Costumes | Utensílios Domésticos,Tacho fundido em metal (cobre) com detalhes em metal dourado (latão) nas alças e frisos. Fixação das alças e frisos através de 29 grandes pregos em cobre.,,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36228,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-39/,,madeira,Doação,157,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,204/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36226,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-38/,,madeira,Doação,156,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,205/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36224,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-37/,,madeira,Doação,155,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,202/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de doce,36222,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-doce-3/,,madeira,Doação,154,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,250/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36220,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-36/,,madeira,Doação,153,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,206/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36218,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-35/,,madeira,Doação,152,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,197/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36216,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-34/,,madeira,Doação,151,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,200/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36214,Regular,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-33/,,madeira,Doação,150,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,199/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36212,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-32/,,madeira,Doação,149,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,208/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36210,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-31/,,madeira,Doação,148,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,207/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
,Não identificado,05 Interiores > 05.6 Utensílio de Cozinha/Mesa,"Domínio público, ver http://museuregionalcasadosottoni.acervos.museus.gov.br/reproducao-de-imagens/",Forma de queijo,36208,Bom,,http://museuregionalcasadosottoni.acervos.museus.gov.br/acervo-museologico/forma-de-queijo-30/,,madeira,Doação,147,Minas Gerais,Serro (MG),,Localizado,marcenaria,,,,,,2º,,Séc. XX,,Boa,251/94,Federal | Tomb. em conjunto,,Culinária | Minas Gerais | Século XX | Serro,"Objeto de manufatura popular, da região do Serro, em Minas Gerais.",,,,
