Agente,Descrição,Document,Link do Item,Número do Programa,Título
Jorge Mautner,"Cantor, compositor, violonista, filósofo, tradutor, ator e tantas outras coisas mais. Esse carioca nasceu no dia 17 de janeiro de 1941, exatamente um mês depois da chegada de seu pai judeu e de sua mãe católica, ambos austríacos refugiados da Segunda Guerra Mundial, ao Rio. Com sua primeira babá, uma Yalorixá, ele aprendeu os batuques afro-brasileiros e, alguns anos depois, seu padrasto lhe ensinou a tocar violino. Dessa mistura musical inusitada, surgiu um artista que – segundo Caetano Veloso e Gilberto Gil – é o mais tropicalista entre todos os tropicalistas.
Filho do Holocausto criado no Candomblé, o hipertropicalista Jorge Mautner vem profetizar no Estúdio F.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de  intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio  Nacional do Rio transmite o programa às terças, às 20h, com reprises aos  domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM  de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM  de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",21107,https://www.funarte.gov.br/estudio-f/estudio-f-jorge-mautner/,145,145 - Jorge Mautner
Gal Costa,"1965 - Um objeto não identificado intriga os ouvintes do primeiro LP de Maria Bethânia lançado naquele ano. De quem seria a voz afinadíssima que cantava com a irmã de Caetano Veloso a canção “Sol Negro”?

Soube-se logo que a voz era de Maria da Graça, a Gracinha, baiana de Salvador que, apesar da timidez, havia brilhado, ao lado de Caetano, Gil e Bethânia, no primeiro espetáculo musical do Teatro Vila Velha, espaço coordenado por atores na capital da Bahia. Dessa trupe docemente bárbara, Gracinha foi a última a tentar a sorte no Rio de Janeiro, não sem antes seguir a recomendações do amigo-quase irmão mais velho Caetano: “Atenção, menina! Tudo é perigoso...”

No Rio de Janeiro, o empresário Guilherme Araújo mudou o nome de Gracinha. A partir de então, ela que nascera Maria da Graça Penna Costa Burgos tornou-se a estrela divina e maravilhosa Gal Costa.

Ouça o programa.

O ‘Estúdio F’ aborda a vida e a obra de intérpretes brasileiros e pode ser ouvido também pelo rádio. A Rádio Nacional do Rio transmite o programa às terças, às 20h, com reprises aos domingos às 23h. O ‘Estúdio F’ é também retransmitido pela Nacional FM de Brasília, aos domingos às 20h. A Nacional da Amazônia e a Nacional AM de Brasília transmitem o programa às 23h de domingo.

É possível também ouvir o programa em tempo real no site http://www.ebc.com.br.",23884,https://www.funarte.gov.br/estudio-f/estudio-f-gal-costa/,147,147 - Gal Costa
Antônio Adolfo,"Filho de uma violinista da Orquestra do Teatro Municipal do Rio de Janeiro, Antônio Adolfo começou a estudar música aos sete anos, meio sem vontade, pois não curtia muito o violino. Já adolescente, fez as pazes com os estudos musicais e se aproximou do piano para improvisar em cima dos sucessos do samba, do jazz e da bossa-nova que adorava ouvir. Pouco tempo depois, o que era brincadeira virou coisa séria: o rapaz largou o curso de Direito para se tornar um músico profissional. Passou então a acompanhar grandes artistas como Elis Regina e a compor hits inesquecíveis como “Teletema”, “Sá Marina” e “BR3”. Essa trajetória de sucesso está no Estúdio F.",23858,https://www.funarte.gov.br/estudio-f/estudio-f-antonio-adolfo/,149,149 - Antônio Adolfo
Beth Carvalho,"Nascida na Gamboa, criada na zona sul, mas profunda conhecedora do Rio de Janeiro da boa música de ponta a ponta. Assim é Beth Carvalho que, desde muito jovem, acostumou-se a percorrer das rodas de samba suburbanas às reuniões da bossa nova em Ipanema, a fim de garimpar o melhor da música brasileira para o seu trabalho. Na onda dos festivais que agitavam os anos 60, soltou a voz pra defender “Andança” de Paulinho Tapajós, Edmundo Souto e Danilo Caymmi. Este e outros grandes sucessos de sua carreira estão em destaque no Estúdio F.",23866,https://www.funarte.gov.br/estudio-f/estudio-f-beth-carvalho/,150,150 - Beth Carvalho
Olívia Byington,"Olívia Byington começou a chamar a atenção do público no final dos anos 70, época em que esteve nos vocais da banda de rock “Antena Coletiva”. Não demorou muito para ela sair em carreira solo. “Corra o Risco”, seu primeiro LP, foi lançado em 1978 e contou com a participação da banda de rock progressivo “A Barca do Sol”. No ano seguinte, já sucesso nas rádios com a música “Lady Jane”, Olívia foi considerada pelo jornalista Sérgio Cabral como a melhor cantora de sua geração. Estas e outras histórias sobre a intérprete e compositora estão no Estúdio F.",23873,https://www.funarte.gov.br/estudio-f/estudio-f-olivia-byington/,148,148 - Olívia Byington
Jovelina Pérola Negra,"Sambista carioca descoberta em meados da década de 80, quando cantava em bares e praças de Belford Roxo, na Baixada Fluminense, onde vivia, Jovelina Pérola Negra é considerada por boa parte da crítica especializada como a grande voz feminina do pagode verdadeiro.  No Estúdio F, a carreira dessa artista, cujo trabalho foi uma peça importante na condução do gênero para a linha de frente da música popular brasileira.",23908,https://www.funarte.gov.br/estudio-f/estudio-f-jovelina-perola-negra/,151,151 - Jovelina Pérola Negra
Dominguinhos,"Filho de Mestre Chicão – famoso tocador e afinador de foles de oito baixos – e afilhado musical de Luiz Gonzaga, o pernambucano José Domingos de Morais é autor de sucessos como “De Volta Pro Aconchego” e “Só Quero Um Xodó”. Para quem ainda não associou o nome ao artista, esse tal José é Dominguinhos, cuja trajetória de sucesso está em destaque no Estúdio F.",23914,https://www.funarte.gov.br/estudio-f/estudio-f-dominguinhos/,152,152 - Dominguinhos
Eduardo Dussek,"A irreverência ganhou força na cena brasileira em 1978. Foi quando Eduardo Dussek começou a ter composições como “Vesúvio”, “Seu Tipo” e “Folia no Matagal” gravadas por artistas importantes, entre eles As Frenéticas, Ney Matogrosso e Maria Alcina.  A história e os sucessos desse pianista, cantor e ator carismático, que diverte e seduz qualquer platéia, estão no Estúdio F.",23920,https://www.funarte.gov.br/estudio-f/estudio-f-eduardo-dussek/,153,153 - Eduardo Dussek
João Donato,"Ao lado de João Gilberto, Tom Jobim, Moacir Santos, Eumir Deodato, Astrud Gilberto e Sérgio Mendes, João Donato integra o time de artistas que tornou o Brasil reconhecido internacionalmente por sua música. No Estúdio F, a trajetória desse acreano desde a primeira música composta aos oito anos de idade até sua transformação em referência de qualidade na Música Popular Brasileira.",23928,https://www.funarte.gov.br/estudio-f/estudio-f-joao-donato/,154,154 - João Donato
Itamar Assumpção,"Francisco José de Itamar Assumpção foi um dos grandes nomes da “Vanguarda Paulista”, movimento da cena alternativa de São Paulo que reunia artistas  independentes. O ponto de encontro desse pessoal era o Teatro Lira Paulistana, em cujo palco Itamar e outros artistas como Arrigo Barnabé, Ná Ozzetti, Premeditando Breque e Rumo brilhavam em experimentações que misturavam música,poesia, vídeo, dança, teatro e rebeldia. Ouça mais sobre essa história no Estúdio F.",24173,https://www.funarte.gov.br/estudio-f/estudio-f-itamar-assumpcao/,155,155 - Itamar Assumpção
Eumir Deodato,"A obra do pianista, arranjador e produtor musical Eumir Deodato é o tema do  Estúdio F. O programa acompanha a carreira de Deodato desde sua aproximação com o pessoal da Bossa Nova no final dos anos 50 até sua consagração como um dos nomes mais importantes da música brasileira no cenário internacional. Não faltam curiosidades sobre o artista, entre elas a história de como ele partiu para América e de como a sua versão jazz pop para “Assim Falou Zaratustra” (tema de Richard Strauss usado por Stanley Kubrick no filme “001 – Uma Odisséia no Espaço”) tornou-se um grande sucesso.",24289,https://www.funarte.gov.br/estudio-f/estudio-f-eumir-deodato/,156,156 - Eumir Deodato
Taiguara,"Filho do maestro Ubirajara Silva e da cantora Olga Chalar, Taiguara nasceu na cidade de Montevidéu em nove de outubro de 1945 durante uma temporada de shows de seu pai no Uruguai.  Quando jovem, ele chegou a estudar Direito em São Paulo. Não terminou o curso para se dedicar de corpo e alma à música e, assim, conquistar a geração 70 com obras que uniam engajamento e romantismo.  A trajetória desse compositor, pianista e cantor que ousou desafiar a ditadura militar está no Estúdio F.",24693,https://www.funarte.gov.br/estudio-f/estudio-f-taiguara/,157,157 - Taiguara
Moacir Santos,"Homenageado por seu parceiro Vinícius de Moraes em um dos versos do “Samba da Bênção”, Moacir Santos é considerado pelos críticos e pesquisadores musicais como um dos responsáveis pela renovação harmônica da Música Popular Brasileira. Depois de lançar o antológico álbum “Coisas” em 1965, ele engrenou uma sólida carreira nos Estados Unidos. Sua trajetória de menino pobre no sertão de Pernambuco a maestro de renome internacional está em destaque no Estúdio F.",24761,https://www.funarte.gov.br/estudio-f/estudio-f-moacir-santos/,158,158 - Moacir Santos
Jane Duboc,"Quando ouviu a voz de Jane Duboc pela primeira vez, Egberto Gismonti quis logo saber quem era a dona daquele verdadeiro instrumento musical. A trajetória dessa paraense que, de esportista premiada, tornou-se  uma das mais importantes intérpretes brasileiras, está em destaque no Programa Estúdio F.",24837,https://www.funarte.gov.br/estudio-f/estudio-f-jane-duboc/,159,159 - Jane Duboc
Astrud Gilberto,"Sem nunca ter cantado profissionalmente antes, Astrud Gilberto gravou a música “The Girl From Ipanema” em 1963 para o antológico álbum que reuniu o cantor e violonista João Gilberto e o saxofonista Stan Getz. A versão de Astrud para a música de Tom Jobim e Vinícius de Moraes  tornou-se um grande sucesso, tranformando a cantora numa estrela mundial.  A trajetória dessa artista, considerada por muitos a Rainha da Bossa Nova, está em destaque no programa Estúdio F .",24902,https://www.funarte.gov.br/estudio-f/estudio-f-astrud-gilberto/,160,160 - Astrud Gilberto
Flora Purim,"Após lançar seu primeiro LP no Brasil em 1967, a carioca Flora Purim decidiu tentar a sorte como cantora nos Estados Unidos.  Passou frio e fome até se aproximar de grandes músicos como Stan Getz e Gil Evans, mas conseguiu se estabelecer na América e hoje é  considerada uma das maiores intérpretes de jazz do mundo. Essa trajetória de sucesso está no Estúdio F.",25480,https://www.funarte.gov.br/estudio-f/estudio-f-flora-purim/,161,161 - Flora Purim
Almir Sater,"O som da viola falou mais alto no coração de Almir Sater. Por isso, aos 20 anos, ele largou o curso de Direito no Rio de Janeiro e voltou para o Mato Grosso do Sul, onde nasceu, a fim de aprender mais sobre a música sertaneja com o Mestre Tião Carreiro. O tempo mostrou que Almir fez a escolha certa. Hoje, além de violeiro, ele canta, compõe e atua com muito sucesso.",25739,https://www.funarte.gov.br/estudio-f/estudio-f-almir-sater/,162,162 - Almir Sater
Renato Teixeira,"Renato Teixeira tornou-se um legítimo caipira ao se mudar, na adolescência, para o interior de São Paulo. Como todo jovem interessado por música, experimentou vários ritmos e estilos, mas jamais abandonou o som sertanejo, ao qual deu um toque urbano e contemporâneo. A trajetória desse grande nome da MPB está no Estúdio F.",25766,https://www.funarte.gov.br/estudio-f/estudio-f-renato-teixeira/,163,163 - Renato Teixeira
Célia,"Célia apareceu para o grande público como caloura do programa de Flávio Cavalcanti. Sua performance vitoriosa na TV abriu-lhe as portas da indústria fonográfica. A estreia da cantora em disco aconteceu em 1971 e, de cara, ela arrebatou os prêmios mais importantes da época, entre eles o Roquete Pinto. Mas as conquistas da intérprete não pararam por aí. Ouça no Estúdio F.",25829,https://www.funarte.gov.br/estudio-f/estudio-f-celia/,164,164 - Célia
João Gilberto,"Considerado o inventor da bossa-nova, João Gilberto imprime em todas as canções a sua marca. O programa Estúdio F celebra os 80 anos desse grande artista desde a infância dele em Juazeiro, na Bahia, até a sua consagração internacional.",26021,https://www.funarte.gov.br/estudio-f/estudio-f-joao-gilberto-80-anos/,45,045 - João Gilberto 80 anos
Fafá de Belém,"Desde que surgiu na MPB na metade da década de 70, Fafá de Belém conquistou o público com um repertório que vai do regional ao romântico. A trajetória da intérprete paraense está em destaque no Estúdio F.",26152,https://www.funarte.gov.br/estudio-f/estudio-f-fafa-de-belem/,165,165 - Fafá de Belém
Arnaldo Baptista,O nome de Arnaldo Baptista ultrapassou as fronteiras nacionais para se inscrever também na história do rock mundial. A trajetória mutante desse artista está em cartaz no Estúdio F.,26243,https://www.funarte.gov.br/estudio-f/estudio-f-arnaldo-baptista/,166,166 - Arnaldo Baptista
Almir Guineto," 

Carioca nascido no berço da nobreza salgueirense e  considerado, por  grandes sambistas, como o rei do pagode, Almir Guineto ajudou a levar o  samba feito no fundo do quintal para a linha de frente da MPB.  A  trajetória desse versador de primeira, autor de composições que vão da  irreverência ao romantismo, está em cartaz no Estúdio F.",26625,https://www.funarte.gov.br/estudio-f/estudio-f-almir-guineto/,167,167 - Almir Guineto
